DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,IUPAC_NAME,SMILES,INCHI_STRING,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,DATA_SOURCES,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT
DTXSID0046779,Darunavir,206361-99-1,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,"(3R,3aS,6aR)-Hexahydrofuro[2,3-b]furan-3-yl {(2S,3R)-4-[(4-aminobenzene-1-sulfonyl)(2-methylpropyl)amino]-3-hydroxy-1-phenylbutan-2-yl}carbamate",CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)C1=CC=C(N)C=C1,"InChI=1S/C27H37N3O7S/c1-18(2)15-30(38(33,34)21-10-8-20(28)9-11-21)16-24(31)23(14-19-6-4-3-5-7-19)29-27(32)37-25-17-36-26-22(25)12-13-35-26/h3-11,18,22-26,31H,12-17,28H2,1-2H3,(H,29,32)/t22-,23-,24+,25-,26+/m0/s1",C27H37N3O7S,547.67,547.2352217,28,-,153,13
DTXSID0046933,Cyclobenzaprine,303-53-7,JURKNVYFZMSNLP-UHFFFAOYSA-N,"3-(5H-Dibenzo[a,d][7]annulen-5-ylidene)-N,N-dimethylpropan-1-amine",CN(C)CCC=C1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,"InChI=1S/C20H21N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-14H,7,15H2,1-2H3",C20H21N,275.395,275.1673997,26,147,96,14
DTXSID0046939,Clemizole,442-52-4,CJXAEXPPLWQRFR-UHFFFAOYSA-N,1-[(4-Chlorophenyl)methyl]-2-[(pyrrolidin-1-yl)methyl]-1H-benzimidazole,ClC1=CC=C(CN2C(CN3CCCC3)=NC3=C2C=CC=C3)C=C1,"InChI=1S/C19H20ClN3/c20-16-9-7-15(8-10-16)13-23-18-6-2-1-5-17(18)21-19(23)14-22-11-3-4-12-22/h1-2,5-10H,3-4,11-14H2",C19H20ClN3,325.84,325.1345754,23,13,83,5
DTXSID0046987,DL-Glutamic acid,617-65-2,WHUUTDBJXJRKMK-UHFFFAOYSA-N,Glutamic acid,NC(CCC(O)=O)C(O)=O,"InChI=1/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)",C5H9NO4,147.13,147.0531578,31,34812,-,35
DTXSID0048006,Acesulfame,33665-90-6,YGCFIWIQZPHFLU-UHFFFAOYSA-N,"6-Methyl-2H-1,2lambda~6~,3-oxathiazine-2,2,4(3H)-trione",CC1=CC(=O)NS(=O)(=O)O1,"InChI=1S/C4H5NO4S/c1-3-2-4(6)5-10(7,8)9-3/h2H,1H3,(H,5,6)",C4H5NO4S,163.15,162.9939288,24,149,37,3
DTXSID0048343,Oxeladin,468-61-1,IQADUMSPOQKAAO-UHFFFAOYSA-N,2-[2-(Diethylamino)ethoxy]ethyl 2-ethyl-2-phenylbutanoate,CCN(CC)CCOCCOC(=O)C(CC)(CC)C1=CC=CC=C1,"InChI=1S/C20H33NO3/c1-5-20(6-2,18-12-10-9-11-13-18)19(22)24-17-16-23-15-14-21(7-3)8-4/h9-13H,5-8,14-17H2,1-4H3",C20H33NO3,335.488,335.2460439,22,6,37,3
DTXSID0048347,"D-Fructose-1,6-diphosphate",488-69-7,RNBGYGVWRKECFJ-ARQDHWQXSA-N,"1,6-Di-O-phosphono-beta-D-fructofuranose",O[C@H]1[C@H](O)[C@@](O)(COP(O)(O)=O)O[C@@H]1COP(O)(O)=O,"InChI=1S/C6H14O12P2/c7-4-3(1-16-19(10,11)12)18-6(9,5(4)8)2-17-20(13,14)15/h3-5,7-9H,1-2H2,(H2,10,11,12)(H2,13,14,15)/t3-,4-,5+,6-/m1/s1",C6H14O12P2,340.114,339.9960499,16,838,80,5
DTXSID0048395,Chlorisondamine,7701-62-4,IXWDUZLHWJKVPX-UHFFFAOYSA-N,"4,5,6,7-Tetrachloro-2-methyl-2-[2-(trimethylazaniumyl)ethyl]-2,3-dihydro-1H-isoindol-2-ium",C[N+](C)(C)CC[N+]1(C)CC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2C1,"InChI=1S/C14H20Cl4N2/c1-19(2,3)5-6-20(4)7-9-10(8-20)12(16)14(18)13(17)11(9)15/h5-8H2,1-4H3/q+2",C14H20Cl4N2,358.13,356.0369623,13,597,27,-
DTXSID0048397,Carbamylcholine,462-58-8,VPJXQGSRWJZDOB-UHFFFAOYSA-O,"2-(Carbamoyloxy)-N,N,N-trimethylethan-1-aminium",C[N+](C)(C)CCOC(N)=O,"InChI=1S/C6H14N2O2/c1-8(2,3)4-5-10-6(7)9/h4-5H2,1-3H3,(H-,7,9)/p+1",C6H15N2O2,147.197,147.1128042,13,13486,89,-
DTXSID0048472,Drofenine,1679-76-1,AGJBLWCLQCKRJP-UHFFFAOYSA-N,2-(Diethylamino)ethyl cyclohexyl(phenyl)acetate,CCN(CC)CCOC(=O)C(C1CCCCC1)C1=CC=CC=C1,"InChI=1/C20H31NO2/c1-3-21(4-2)15-16-23-20(22)19(17-11-7-5-8-12-17)18-13-9-6-10-14-18/h5,7-8,11-12,18-19H,3-4,6,9-10,13-16H2,1-2H3",C20H31NO2,317.473,317.2354792,17,3,56,2
DTXSID0048476,Pimethixene,314-03-4,NZLVRVYNQYGMAB-UHFFFAOYSA-N,1-Methyl-4-(9H-thioxanthen-9-ylidene)piperidine,CN1CCC(CC1)=C1C2=CC=CC=C2SC2=CC=CC=C12,"InChI=1S/C19H19NS/c1-20-12-10-14(11-13-20)19-15-6-2-4-8-17(15)21-18-9-5-3-7-16(18)19/h2-9H,10-13H2,1H3",C19H19NS,293.43,293.1238208,21,5,67,2
DTXSID0048555,Prenylamine,390-64-7,IFFPICMESYHZPQ-FQEVSTJZSA-N,"3,3-Diphenyl-N-[(2S)-1-phenylpropan-2-yl]propan-1-amine",C[C@@H](CC1=CC=CC=C1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C24H27N/c1-20(19-21-11-5-2-6-12-21)25-18-17-24(22-13-7-3-8-14-22)23-15-9-4-10-16-23/h2-16,20,24-25H,17-19H2,1H3/t20-/m0/s1",C24H27N,329.487,329.2143499,17,610,16,11
DTXSID0048844,Mefruside,7195-27-9,SMNOERSLNYGGOU-UHFFFAOYSA-N,"4-Chloro-N~1~-methyl-N~1~-[(2-methyloxolan-2-yl)methyl]benzene-1,3-disulfonamide",CN(CC1(C)CCCO1)S(=O)(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O,"InChI=1/C13H19ClN2O5S2/c1-13(6-3-7-21-13)9-16(2)23(19,20)10-4-5-11(14)12(8-10)22(15,17)18/h4-5,8H,3,6-7,9H2,1-2H3,(H2,15,17,18)",C13H19ClN2O5S2,382.87,382.0423918,31,57,30,2
DTXSID0048894,Bufotenine,487-93-4,VTTONGPRPXSUTJ-UHFFFAOYSA-N,3-[2-(Dimethylamino)ethyl]-1H-indol-5-ol,CN(C)CCC1=CNC2=C1C=C(O)C=C2,"InChI=1S/C12H16N2O/c1-14(2)6-5-9-8-13-12-4-3-10(15)7-11(9)12/h3-4,7-8,13,15H,5-6H2,1-2H3",C12H16N2O,204.273,204.1262631,35,155,55,5
DTXSID0048898,Psilocybin,520-52-5,QVDSEJDULKLHCG-UHFFFAOYSA-N,3-[2-(Dimethylamino)ethyl]-1H-indol-4-yl dihydrogen phosphate,CN(C)CCC1=CNC2=C1C(OP(O)(O)=O)=CC=C2,"InChI=1S/C12H17N2O4P/c1-14(2)7-6-9-8-13-10-4-3-5-11(12(9)10)18-19(15,16)17/h3-5,8,13H,6-7H2,1-2H3,(H2,15,16,17)",C12H17N2O4P,284.252,284.092594,33,599,39,6
DTXSID0049026,Chlorazanil,500-42-5,YRZQHIVOIFJEEE-UHFFFAOYSA-N,"N~2~-(4-Chlorophenyl)-1,3,5-triazine-2,4-diamine",NC1=NC=NC(NC2=CC=C(Cl)C=C2)=N1,"InChI=1S/C9H8ClN5/c10-6-1-3-7(4-2-6)14-9-13-5-12-8(11)15-9/h1-5H,(H3,11,12,13,14,15)",C9H8ClN5,221.65,221.046823,31,14,55,5
DTXSID0050423,"1,5-Dicaffeoylquinic acid",30964-13-7,YDDUMTOHNYZQPO-GCBRTHAASA-N,"(1R,3R,4S,5R)-1,3-Bis{[3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-4,5-dihydroxycyclohexane-1-carboxylic acid",O[C@@H]1C[C@](C[C@@H](OC(=O)C=CC2=CC=C(O)C(O)=C2)[C@H]1O)(OC(=O)C=CC1=CC=C(O)C(O)=C1)C(O)=O,"InChI=1S/C25H24O12/c26-15-5-1-13(9-17(15)28)3-7-21(31)36-20-12-25(24(34)35,11-19(30)23(20)33)37-22(32)8-4-14-2-6-16(27)18(29)10-14/h1-10,19-20,23,26-30,33H,11-12H2,(H,34,35)/t19-,20-,23+,25-/m1/s1",C25H24O12,516.455,516.1267762,18,61,6,2
DTXSID0050427,(S)-(-)-Cathinone,71031-15-7,PUAQLLVFLMYYJJ-ZETCQYMHSA-N,(2S)-2-Amino-1-phenylpropan-1-one,C[C@H](N)C(=O)C1=CC=CC=C1,"InChI=1S/C9H11NO/c1-7(10)9(11)8-5-3-2-4-6-8/h2-7H,10H2,1H3/t7-/m0/s1",C9H11NO,149.193,149.084064,20,387,35,9
